Year,Year ending,Local Government Area,Investigation Status,Offence Count
2021,December,Brimbank,Unsolved,"6,832"
2021,December,Buloke,Arrest/Summons,147
2021,December,Buloke,Not authorised,24
2021,December,Buloke,Other,40
2021,December,Buloke,Unsolved,75
2021,December,Campaspe,Arrest/Summons,"1,604"
2021,December,Campaspe,Not authorised,239
2021,December,Campaspe,Other,422
2021,December,Campaspe,Unsolved,"1,020"
2021,December,Cardinia,Arrest/Summons,"3,129"
2021,December,Cardinia,Not authorised,612
2021,December,Cardinia,Other,595
2021,December,Cardinia,Unsolved,"2,084"
2021,December,Casey,Arrest/Summons,"9,518"
2021,December,Casey,Not authorised,"2,121"
2021,December,Casey,Other,"1,391"
2021,December,Casey,Unsolved,"6,756"
2021,December,Central Goldfields,Arrest/Summons,549
2021,December,Central Goldfields,Not authorised,121
2021,December,Central Goldfields,Other,163
2021,December,Central Goldfields,Unsolved,251
2021,December,Colac-Otway,Arrest/Summons,815
2021,December,Colac-Otway,Not authorised,135
2021,December,Colac-Otway,Other,268
2021,December,Colac-Otway,Unsolved,333
2021,December,Corangamite,Arrest/Summons,530
2021,December,Corangamite,Not authorised,36
2021,December,Corangamite,Other,65
2021,December,Corangamite,Unsolved,237
2021,December,Darebin,Arrest/Summons,"6,076"
2021,December,Darebin,Not authorised,883
2021,December,Darebin,Other,824
2021,December,Darebin,Unsolved,"4,858"
2021,December,East Gippsland,Arrest/Summons,"2,616"
2021,December,East Gippsland,Not authorised,658
2021,December,East Gippsland,Other,551
2021,December,East Gippsland,Unsolved,"1,095"
2021,December,Frankston,Arrest/Summons,"6,664"
2021,December,Frankston,Not authorised,"1,019"
2021,December,Frankston,Other,"1,107"
2021,December,Frankston,Unsolved,"2,958"
2021,December,Gannawarra,Arrest/Summons,444
2021,December,Gannawarra,Not authorised,45
2021,December,Gannawarra,Other,94
2021,December,Gannawarra,Unsolved,210
2021,December,Glen Eira,Arrest/Summons,"2,591"
2021,December,Glen Eira,Not authorised,514
2021,December,Glen Eira,Other,542
2021,December,Glen Eira,Unsolved,"3,193"
2021,December,Glenelg,Arrest/Summons,"1,088"
2021,December,Glenelg,Not authorised,127
2021,December,Glenelg,Other,226
2021,December,Glenelg,Unsolved,315
2021,December,Golden Plains,Arrest/Summons,277
2021,December,Golden Plains,Not authorised,33
2021,December,Golden Plains,Other,31
2021,December,Golden Plains,Unsolved,263
2021,December,Greater Bendigo,Arrest/Summons,"5,747"
2021,December,Greater Bendigo,Not authorised,679
2021,December,Greater Bendigo,Other,983
2021,December,Greater Bendigo,Unsolved,"3,055"
2021,December,Greater Dandenong,Arrest/Summons,"8,768"
2021,December,Greater Dandenong,Not authorised,"1,117"
2021,December,Greater Dandenong,Other,"1,221"
2021,December,Greater Dandenong,Unsolved,"5,445"
2021,December,Greater Geelong,Arrest/Summons,"10,697"
2021,December,Greater Geelong,Not authorised,"1,190"
2021,December,Greater Geelong,Other,"1,449"
2021,December,Greater Geelong,Unsolved,"6,663"
2021,December,Greater Shepparton,Arrest/Summons,"5,634"
2021,December,Greater Shepparton,Not authorised,565
2021,December,Greater Shepparton,Other,553
2021,December,Greater Shepparton,Unsolved,"2,350"
2021,December,Hepburn,Arrest/Summons,226
2021,December,Hepburn,Not authorised,40
2021,December,Hepburn,Other,42
2021,December,Hepburn,Unsolved,247
2021,December,Hindmarsh,Arrest/Summons,254
2021,December,Hindmarsh,Not authorised,33
2021,December,Hindmarsh,Other,33
2021,December,Hindmarsh,Unsolved,132
2021,December,Hobsons Bay,Arrest/Summons,"2,546"
2021,December,Hobsons Bay,Not authorised,391
2021,December,Hobsons Bay,Other,504
2021,December,Hobsons Bay,Unsolved,"2,391"
2021,December,Horsham,Arrest/Summons,"1,630"
2021,December,Horsham,Not authorised,170
2021,December,Horsham,Other,240
2021,December,Horsham,Unsolved,384
2021,December,Hume,Arrest/Summons,"9,347"
2021,December,Hume,Not authorised,"1,497"
2021,December,Hume,Other,"1,556"
2021,December,Hume,Unsolved,"5,488"
2021,December,Indigo,Arrest/Summons,307
2021,December,Indigo,Not authorised,31
2021,December,Indigo,Other,96
2021,December,Indigo,Unsolved,178
2021,December,Kingston,Arrest/Summons,"4,719"
2021,December,Kingston,Not authorised,761
2021,December,Kingston,Other,734
2021,December,Kingston,Unsolved,"3,389"
2021,December,Knox,Arrest/Summons,"5,280"
2021,December,Knox,Not authorised,919
2021,December,Knox,Other,913
2021,December,Knox,Unsolved,"2,931"
2021,December,Latrobe,Arrest/Summons,"6,885"
2021,December,Latrobe,Not authorised,"1,113"
2021,December,Latrobe,Other,"1,091"
2021,December,Latrobe,Unsolved,"2,250"
2021,December,Loddon,Arrest/Summons,284
2021,December,Loddon,Not authorised,25
2021,December,Loddon,Other,47
2021,December,Loddon,Unsolved,183
2021,December,Macedon Ranges,Arrest/Summons,"1,077"
2021,December,Macedon Ranges,Not authorised,110
2021,December,Macedon Ranges,Other,334
2021,December,Macedon Ranges,Unsolved,502
2021,December,Manningham,Arrest/Summons,"1,636"
2021,December,Manningham,Not authorised,312
2021,December,Manningham,Other,416
2021,December,Manningham,Unsolved,"1,648"
2021,December,Mansfield,Arrest/Summons,245
2021,December,Mansfield,Not authorised,45
2021,December,Mansfield,Other,71
2021,December,Mansfield,Unsolved,128
2021,December,Maribyrnong,Arrest/Summons,"3,338"
2021,December,Maribyrnong,Not authorised,373
2021,December,Maribyrnong,Other,535
2021,December,Maribyrnong,Unsolved,"4,376"
2021,December,Maroondah,Arrest/Summons,"4,160"
2021,December,Maroondah,Not authorised,551
2021,December,Maroondah,Other,644
2021,December,Maroondah,Unsolved,"2,099"
2021,December,Melbourne,Arrest/Summons,"16,364"
2021,December,Melbourne,Not authorised,"1,246"
2021,December,Melbourne,Other,"4,669"
2021,December,Melbourne,Unsolved,"11,348"
2021,December,Melton,Arrest/Summons,"5,948"
2021,December,Melton,Not authorised,816
2021,December,Melton,Other,698
2021,December,Melton,Unsolved,"4,639"
2021,December,Merri-bek,Arrest/Summons,"4,551"
2021,December,Merri-bek,Not authorised,806
2021,December,Merri-bek,Other,709
2021,December,Merri-bek,Unsolved,"5,572"
2021,December,Mildura,Arrest/Summons,"3,650"
2021,December,Mildura,Not authorised,513
2021,December,Mildura,Other,835
2021,December,Mildura,Unsolved,"1,596"
2021,December,Mitchell,Arrest/Summons,"2,149"
2021,December,Mitchell,Not authorised,426
2021,December,Mitchell,Other,297
2021,December,Mitchell,Unsolved,802
2021,December,Moira,Arrest/Summons,"1,436"
2021,December,Moira,Not authorised,151
2021,December,Moira,Other,187
2021,December,Moira,Unsolved,575
2021,December,Monash,Arrest/Summons,"5,147"
2021,December,Monash,Not authorised,745
2021,December,Monash,Other,847
2021,December,Monash,Unsolved,"4,743"
2021,December,Moonee Valley,Arrest/Summons,"3,402"
2021,December,Moonee Valley,Not authorised,522
2021,December,Moonee Valley,Other,720
2021,December,Moonee Valley,Unsolved,"3,244"
2021,December,Moorabool,Arrest/Summons,"1,031"
2021,December,Moorabool,Not authorised,149
2021,December,Moorabool,Other,238
2021,December,Moorabool,Unsolved,702
2021,December,Mornington Peninsula,Arrest/Summons,"4,529"
2021,December,Mornington Peninsula,Not authorised,833
2021,December,Mornington Peninsula,Other,"1,178"
2021,December,Mornington Peninsula,Unsolved,"2,471"
2021,December,Mount Alexander,Arrest/Summons,473
2021,December,Mount Alexander,Not authorised,79
2021,December,Mount Alexander,Other,99
2021,December,Mount Alexander,Unsolved,273
2021,December,Moyne,Arrest/Summons,385
2021,December,Moyne,Not authorised,44
2021,December,Moyne,Other,72
2021,December,Moyne,Unsolved,205
2021,December,Murrindindi,Arrest/Summons,427
2021,December,Murrindindi,Not authorised,105
2021,December,Murrindindi,Other,80
2021,December,Murrindindi,Unsolved,196
2021,December,Nillumbik,Arrest/Summons,955
2021,December,Nillumbik,Not authorised,223
2021,December,Nillumbik,Other,150
2021,December,Nillumbik,Unsolved,874
2021,December,Northern Grampians,Arrest/Summons,604
2021,December,Northern Grampians,Not authorised,94
2021,December,Northern Grampians,Other,188
2021,December,Northern Grampians,Unsolved,208
2021,December,Port Phillip,Arrest/Summons,"5,176"
2021,December,Port Phillip,Not authorised,643
2021,December,Port Phillip,Other,"1,037"
2021,December,Port Phillip,Unsolved,"5,473"
2021,December,Pyrenees,Arrest/Summons,232
2021,December,Pyrenees,Not authorised,29
2021,December,Pyrenees,Other,35
2021,December,Pyrenees,Unsolved,160
2021,December,Queenscliffe,Arrest/Summons,30
2021,December,Queenscliffe,Not authorised,3
2021,December,Queenscliffe,Other,9
2021,December,Queenscliffe,Unsolved,45
2021,December,South Gippsland,Arrest/Summons,"1,030"
2021,December,South Gippsland,Not authorised,167
2021,December,South Gippsland,Other,136
2021,December,South Gippsland,Unsolved,365
2021,December,Southern Grampians,Arrest/Summons,710
2021,December,Southern Grampians,Not authorised,58
2021,December,Southern Grampians,Other,102
2021,December,Southern Grampians,Unsolved,165
2021,December,Stonnington,Arrest/Summons,"4,344"
2021,December,Stonnington,Not authorised,633
2021,December,Stonnington,Other,928
2021,December,Stonnington,Unsolved,"4,697"
2021,December,Strathbogie,Arrest/Summons,372
2021,December,Strathbogie,Not authorised,58
2021,December,Strathbogie,Other,40
2021,December,Strathbogie,Unsolved,179
2021,December,Surf Coast,Arrest/Summons,607
2021,December,Surf Coast,Not authorised,107
2021,December,Surf Coast,Other,152
2021,December,Surf Coast,Unsolved,498
2021,December,Swan Hill,Arrest/Summons,"1,568"
2021,December,Swan Hill,Not authorised,219
2021,December,Swan Hill,Other,332
2021,December,Swan Hill,Unsolved,364
2021,December,Towong,Arrest/Summons,66
2021,December,Towong,Not authorised,23
2021,December,Towong,Other,29
2021,December,Towong,Unsolved,76
2021,December,Wangaratta,Arrest/Summons,"1,477"
2021,December,Wangaratta,Not authorised,209
2021,December,Wangaratta,Other,248
2021,December,Wangaratta,Unsolved,404
2021,December,Warrnambool,Arrest/Summons,"1,904"
2021,December,Warrnambool,Not authorised,173
2021,December,Warrnambool,Other,325
2021,December,Warrnambool,Unsolved,725
2021,December,Wellington,Arrest/Summons,"2,591"
2021,December,Wellington,Not authorised,531
2021,December,Wellington,Other,353
2021,December,Wellington,Unsolved,911
2021,December,West Wimmera,Arrest/Summons,108
2021,December,West Wimmera,Not authorised,6
2021,December,West Wimmera,Other,43
2021,December,West Wimmera,Unsolved,59
2021,December,Whitehorse,Arrest/Summons,"3,369"
2021,December,Whitehorse,Not authorised,507
2021,December,Whitehorse,Other,582
2021,December,Whitehorse,Unsolved,"3,145"
2021,December,Whittlesea,Arrest/Summons,"6,553"
2021,December,Whittlesea,Not authorised,"1,716"
2021,December,Whittlesea,Other,937
2021,December,Whittlesea,Unsolved,"3,937"
2021,December,Wodonga,Arrest/Summons,"1,902"
2021,December,Wodonga,Not authorised,131
2021,December,Wodonga,Other,458
2021,December,Wodonga,Unsolved,948
2021,December,Wyndham,Arrest/Summons,"7,636"
2021,December,Wyndham,Not authorised,965
2021,December,Wyndham,Other,"1,147"
2021,December,Wyndham,Unsolved,"6,170"
2021,December,Yarra,Arrest/Summons,"5,201"
2021,December,Yarra,Not authorised,695
2021,December,Yarra,Other,822
2021,December,Yarra,Unsolved,"5,432"
2021,December,Yarra Ranges,Arrest/Summons,"4,061"
2021,December,Yarra Ranges,Not authorised,646
2021,December,Yarra Ranges,Other,831
2021,December,Yarra Ranges,Unsolved,"2,072"
2021,December,Yarriambiack,Arrest/Summons,199
2021,December,Yarriambiack,Not authorised,31
2021,December,Yarriambiack,Other,69
2021,December,Yarriambiack,Unsolved,76
2020,December,Alpine,Arrest/Summons,336
2020,December,Alpine,Not authorised,44
2020,December,Alpine,Other,88
2020,December,Alpine,Unsolved,114
2020,December,Ararat,Arrest/Summons,983
2020,December,Ararat,Not authorised,102
2020,December,Ararat,Other,199
2020,December,Ararat,Unsolved,280
2020,December,Ballarat,Arrest/Summons,"4,948"
2020,December,Ballarat,Not authorised,498
2020,December,Ballarat,Other,975
2020,December,Ballarat,Unsolved,"3,343"
2020,December,Banyule,Arrest/Summons,"5,300"
2020,December,Banyule,Not authorised,622
2020,December,Banyule,Other,832
2020,December,Banyule,Unsolved,"2,702"
2020,December,Bass Coast,Arrest/Summons,"1,567"
2020,December,Bass Coast,Not authorised,372
2020,December,Bass Coast,Other,277
2020,December,Bass Coast,Unsolved,677
2020,December,Baw Baw,Arrest/Summons,"2,742"
2020,December,Baw Baw,Not authorised,424
2020,December,Baw Baw,Other,658
2020,December,Baw Baw,Unsolved,"1,259"
2020,December,Bayside,Arrest/Summons,"2,290"
2020,December,Bayside,Not authorised,363
2020,December,Bayside,Other,582
2020,December,Bayside,Unsolved,"2,351"
2020,December,Benalla,Arrest/Summons,787
2020,December,Benalla,Not authorised,150
2020,December,Benalla,Other,151
2020,December,Benalla,Unsolved,321
2020,December,Boroondara,Arrest/Summons,"2,939"
2020,December,Boroondara,Not authorised,448
2020,December,Boroondara,Other,728
2020,December,Boroondara,Unsolved,"3,897"
2020,December,Brimbank,Arrest/Summons,"9,977"
2020,December,Brimbank,Not authorised,958
2020,December,Brimbank,Other,"2,458"
2020,December,Brimbank,Unsolved,"6,823"
2020,December,Buloke,Arrest/Summons,295
2020,December,Buloke,Not authorised,20
2020,December,Buloke,Other,90
2020,December,Buloke,Unsolved,93
2020,December,Campaspe,Arrest/Summons,"2,229"
2020,December,Campaspe,Not authorised,204
2020,December,Campaspe,Other,422
2020,December,Campaspe,Unsolved,930
2020,December,Cardinia,Arrest/Summons,"3,544"
2020,December,Cardinia,Not authorised,614
2020,December,Cardinia,Other,"1,184"
2020,December,Cardinia,Unsolved,"2,260"
2020,December,Casey,Arrest/Summons,"10,503"
2020,December,Casey,Not authorised,"2,379"
2020,December,Casey,Other,"2,899"
2020,December,Casey,Unsolved,"7,407"
2020,December,Central Goldfields,Arrest/Summons,679
2020,December,Central Goldfields,Not authorised,97
2020,December,Central Goldfields,Other,154
2020,December,Central Goldfields,Unsolved,233
2020,December,Colac-Otway,Arrest/Summons,993
2020,December,Colac-Otway,Not authorised,130
2020,December,Colac-Otway,Other,298
2020,December,Colac-Otway,Unsolved,389
2020,December,Corangamite,Arrest/Summons,436
2020,December,Corangamite,Not authorised,42
2020,December,Corangamite,Other,151
2020,December,Corangamite,Unsolved,238
2020,December,Darebin,Arrest/Summons,"7,457"
2020,December,Darebin,Not authorised,854
2020,December,Darebin,Other,"1,685"
2020,December,Darebin,Unsolved,"5,741"
2020,December,East Gippsland,Arrest/Summons,"2,910"
2020,December,East Gippsland,Not authorised,647
2020,December,East Gippsland,Other,559
2020,December,East Gippsland,Unsolved,"1,031"
2020,December,Frankston,Arrest/Summons,"8,009"
2020,December,Frankston,Not authorised,"1,087"
2020,December,Frankston,Other,"2,191"
2020,December,Frankston,Unsolved,"3,497"
2020,December,Gannawarra,Arrest/Summons,581
2020,December,Gannawarra,Not authorised,62
2020,December,Gannawarra,Other,152
2020,December,Gannawarra,Unsolved,166
2020,December,Glen Eira,Arrest/Summons,"2,804"
2020,December,Glen Eira,Not authorised,585
2020,December,Glen Eira,Other,950
2020,December,Glen Eira,Unsolved,"3,528"
2020,December,Glenelg,Arrest/Summons,"1,114"
2020,December,Glenelg,Not authorised,114
2020,December,Glenelg,Other,181
2020,December,Glenelg,Unsolved,270
2020,December,Golden Plains,Arrest/Summons,244
2020,December,Golden Plains,Not authorised,64
2020,December,Golden Plains,Other,43
2020,December,Golden Plains,Unsolved,237
2020,December,Greater Bendigo,Arrest/Summons,"6,128"
2020,December,Greater Bendigo,Not authorised,683
2020,December,Greater Bendigo,Other,"1,163"
2020,December,Greater Bendigo,Unsolved,"3,088"
2020,December,Greater Dandenong,Arrest/Summons,"8,838"
2020,December,Greater Dandenong,Not authorised,"1,391"
2020,December,Greater Dandenong,Other,"3,068"
2020,December,Greater Dandenong,Unsolved,"6,054"
2020,December,Greater Geelong,Arrest/Summons,"12,596"
2020,December,Greater Geelong,Not authorised,"1,199"
2020,December,Greater Geelong,Other,"1,917"
2020,December,Greater Geelong,Unsolved,"7,249"
2020,December,Greater Shepparton,Arrest/Summons,"5,674"
2020,December,Greater Shepparton,Not authorised,668
2020,December,Greater Shepparton,Other,733
2020,December,Greater Shepparton,Unsolved,"2,085"
2020,December,Hepburn,Arrest/Summons,294
2020,December,Hepburn,Not authorised,43
2020,December,Hepburn,Other,76
2020,December,Hepburn,Unsolved,300
2020,December,Hindmarsh,Arrest/Summons,433
2020,December,Hindmarsh,Not authorised,30
2020,December,Hindmarsh,Other,36
2020,December,Hindmarsh,Unsolved,91
2020,December,Hobsons Bay,Arrest/Summons,"2,656"
2020,December,Hobsons Bay,Not authorised,354
2020,December,Hobsons Bay,Other,870
2020,December,Hobsons Bay,Unsolved,"1,945"
2020,December,Horsham,Arrest/Summons,"1,730"
2020,December,Horsham,Not authorised,168
2020,December,Horsham,Other,272
2020,December,Horsham,Unsolved,309
2020,December,Hume,Arrest/Summons,"10,963"
2020,December,Hume,Not authorised,"1,771"
2020,December,Hume,Other,"3,359"
2020,December,Hume,Unsolved,"5,899"
2020,December,Indigo,Arrest/Summons,259
2020,December,Indigo,Not authorised,29
2020,December,Indigo,Other,92
2020,December,Indigo,Unsolved,195
2020,December,Kingston,Arrest/Summons,"5,307"
2020,December,Kingston,Not authorised,941
2020,December,Kingston,Other,"1,392"
2020,December,Kingston,Unsolved,"3,991"
2020,December,Knox,Arrest/Summons,"5,791"
2020,December,Knox,Not authorised,830
2020,December,Knox,Other,"1,276"
2020,December,Knox,Unsolved,"4,089"
2020,December,Latrobe,Arrest/Summons,"8,172"
2020,December,Latrobe,Not authorised,"1,146"
2020,December,Latrobe,Other,"1,194"
2020,December,Latrobe,Unsolved,"3,116"
2020,December,Loddon,Arrest/Summons,283
2020,December,Loddon,Not authorised,43
2020,December,Loddon,Other,66
2020,December,Loddon,Unsolved,140
2020,December,Macedon Ranges,Arrest/Summons,"1,546"
2020,December,Macedon Ranges,Not authorised,137
2020,December,Macedon Ranges,Other,431
2020,December,Macedon Ranges,Unsolved,620
2020,December,Manningham,Arrest/Summons,"2,182"
2020,December,Manningham,Not authorised,363
2020,December,Manningham,Other,483
2020,December,Manningham,Unsolved,"1,809"
2020,December,Mansfield,Arrest/Summons,275
2020,December,Mansfield,Not authorised,26
2020,December,Mansfield,Other,91
2020,December,Mansfield,Unsolved,120
2020,December,Maribyrnong,Arrest/Summons,"3,741"
2020,December,Maribyrnong,Not authorised,341
2020,December,Maribyrnong,Other,"1,103"
2020,December,Maribyrnong,Unsolved,"3,971"
2020,December,Maroondah,Arrest/Summons,"4,304"
2020,December,Maroondah,Not authorised,638
2020,December,Maroondah,Other,842
2020,December,Maroondah,Unsolved,"2,226"
2020,December,Melbourne,Arrest/Summons,"17,918"
2020,December,Melbourne,Not authorised,"1,362"
2020,December,Melbourne,Other,"7,086"
2020,December,Melbourne,Unsolved,"10,136"
2020,December,Melton,Arrest/Summons,"7,634"
2020,December,Melton,Not authorised,795
2020,December,Melton,Other,"1,354"
2020,December,Melton,Unsolved,"4,570"
2020,December,Merri-bek,Arrest/Summons,"5,624"
2020,December,Merri-bek,Not authorised,"1,009"
2020,December,Merri-bek,Other,"1,480"
2020,December,Merri-bek,Unsolved,"5,655"
2020,December,Mildura,Arrest/Summons,"3,896"
2020,December,Mildura,Not authorised,407
2020,December,Mildura,Other,855
2020,December,Mildura,Unsolved,"1,414"
2020,December,Mitchell,Arrest/Summons,"3,392"
2020,December,Mitchell,Not authorised,473
2020,December,Mitchell,Other,519
2020,December,Mitchell,Unsolved,951
2020,December,Moira,Arrest/Summons,"1,354"
2020,December,Moira,Not authorised,116
2020,December,Moira,Other,243
2020,December,Moira,Unsolved,557
2020,December,Monash,Arrest/Summons,"5,367"
2020,December,Monash,Not authorised,809
2020,December,Monash,Other,"1,505"
2020,December,Monash,Unsolved,"5,145"
2020,December,Moonee Valley,Arrest/Summons,"3,457"
2020,December,Moonee Valley,Not authorised,632
2020,December,Moonee Valley,Other,"1,164"
2020,December,Moonee Valley,Unsolved,"3,150"
2020,December,Moorabool,Arrest/Summons,"1,278"
2020,December,Moorabool,Not authorised,145
2020,December,Moorabool,Other,453
2020,December,Moorabool,Unsolved,814
2020,December,Mornington Peninsula,Arrest/Summons,"5,692"
2020,December,Mornington Peninsula,Not authorised,851
2020,December,Mornington Peninsula,Other,"1,839"
2020,December,Mornington Peninsula,Unsolved,"2,949"
2020,December,Mount Alexander,Arrest/Summons,510
2020,December,Mount Alexander,Not authorised,53
2020,December,Mount Alexander,Other,120
2020,December,Mount Alexander,Unsolved,269
2020,December,Moyne,Arrest/Summons,322
2020,December,Moyne,Not authorised,60
2020,December,Moyne,Other,99
2020,December,Moyne,Unsolved,191
2020,December,Murrindindi,Arrest/Summons,400
2020,December,Murrindindi,Not authorised,71
2020,December,Murrindindi,Other,167
2020,December,Murrindindi,Unsolved,257
2020,December,Nillumbik,Arrest/Summons,"1,105"
2020,December,Nillumbik,Not authorised,240
2020,December,Nillumbik,Other,217
2020,December,Nillumbik,Unsolved,724
2020,December,Northern Grampians,Arrest/Summons,680
2020,December,Northern Grampians,Not authorised,78
2020,December,Northern Grampians,Other,217
2020,December,Northern Grampians,Unsolved,217
2020,December,Port Phillip,Arrest/Summons,"5,921"
2020,December,Port Phillip,Not authorised,726
2020,December,Port Phillip,Other,"1,860"
2020,December,Port Phillip,Unsolved,"5,067"
2020,December,Pyrenees,Arrest/Summons,247
2020,December,Pyrenees,Not authorised,33
2020,December,Pyrenees,Other,53
2020,December,Pyrenees,Unsolved,182
2020,December,Queenscliffe,Arrest/Summons,36
2020,December,Queenscliffe,Not authorised,6
2020,December,Queenscliffe,Other,13
2020,December,Queenscliffe,Unsolved,67
2020,December,South Gippsland,Arrest/Summons,991
2020,December,South Gippsland,Not authorised,199
2020,December,South Gippsland,Other,143
2020,December,South Gippsland,Unsolved,410
2020,December,Southern Grampians,Arrest/Summons,723
2020,December,Southern Grampians,Not authorised,59
2020,December,Southern Grampians,Other,175
2020,December,Southern Grampians,Unsolved,203
2020,December,Stonnington,Arrest/Summons,"4,559"
2020,December,Stonnington,Not authorised,685
2020,December,Stonnington,Other,"1,705"
2020,December,Stonnington,Unsolved,"4,640"
2020,December,Strathbogie,Arrest/Summons,280
2020,December,Strathbogie,Not authorised,82
2020,December,Strathbogie,Other,54
2020,December,Strathbogie,Unsolved,201
2020,December,Surf Coast,Arrest/Summons,652
2020,December,Surf Coast,Not authorised,92
2020,December,Surf Coast,Other,197
2020,December,Surf Coast,Unsolved,573
2020,December,Swan Hill,Arrest/Summons,"1,504"
2020,December,Swan Hill,Not authorised,189
2020,December,Swan Hill,Other,405
2020,December,Swan Hill,Unsolved,393
2020,December,Towong,Arrest/Summons,119
2020,December,Towong,Not authorised,13
2020,December,Towong,Other,23
2020,December,Towong,Unsolved,64
2020,December,Wangaratta,Arrest/Summons,"2,143"
2020,December,Wangaratta,Not authorised,195
2020,December,Wangaratta,Other,349
2020,December,Wangaratta,Unsolved,396
2020,December,Warrnambool,Arrest/Summons,"2,151"
2020,December,Warrnambool,Not authorised,223
2020,December,Warrnambool,Other,343
2020,December,Warrnambool,Unsolved,618
2020,December,Wellington,Arrest/Summons,"2,855"
2020,December,Wellington,Not authorised,642
2020,December,Wellington,Other,401
2020,December,Wellington,Unsolved,945
2020,December,West Wimmera,Arrest/Summons,77
2020,December,West Wimmera,Not authorised,4
2020,December,West Wimmera,Other,34
2020,December,West Wimmera,Unsolved,54
2020,December,Whitehorse,Arrest/Summons,"3,845"
2020,December,Whitehorse,Not authorised,581
2020,December,Whitehorse,Other,"1,077"
2020,December,Whitehorse,Unsolved,"3,843"
2020,December,Whittlesea,Arrest/Summons,"8,287"
2020,December,Whittlesea,Not authorised,"1,715"
2020,December,Whittlesea,Other,"1,869"
2020,December,Whittlesea,Unsolved,"4,921"
2020,December,Wodonga,Arrest/Summons,"1,972"
2020,December,Wodonga,Not authorised,145
2020,December,Wodonga,Other,538
2020,December,Wodonga,Unsolved,913
2020,December,Wyndham,Arrest/Summons,"9,476"
2020,December,Wyndham,Not authorised,958
2020,December,Wyndham,Other,"2,211"
2020,December,Wyndham,Unsolved,"5,618"
2020,December,Yarra,Arrest/Summons,"5,966"
2020,December,Yarra,Not authorised,671
2020,December,Yarra,Other,"1,970"
2020,December,Yarra,Unsolved,"5,595"
2020,December,Yarra Ranges,Arrest/Summons,"4,212"
2020,December,Yarra Ranges,Not authorised,683
2020,December,Yarra Ranges,Other,"1,267"
2020,December,Yarra Ranges,Unsolved,"2,597"
2020,December,Yarriambiack,Arrest/Summons,249
2020,December,Yarriambiack,Not authorised,50
2020,December,Yarriambiack,Other,80
2020,December,Yarriambiack,Unsolved,126
2019,December,Alpine,Arrest/Summons,335
2019,December,Alpine,Not authorised,40
2019,December,Alpine,Other,62
2019,December,Alpine,Unsolved,133
2019,December,Ararat,Arrest/Summons,803
2019,December,Ararat,Not authorised,94
2019,December,Ararat,Other,125
2019,December,Ararat,Unsolved,240
2019,December,Ballarat,Arrest/Summons,"5,568"
2019,December,Ballarat,Not authorised,461
2019,December,Ballarat,Other,568
2019,December,Ballarat,Unsolved,"5,145"
2019,December,Banyule,Arrest/Summons,"5,270"
2019,December,Banyule,Not authorised,592
2019,December,Banyule,Other,456
2019,December,Banyule,Unsolved,"3,196"
2019,December,Bass Coast,Arrest/Summons,"1,326"
2019,December,Bass Coast,Not authorised,231
2019,December,Bass Coast,Other,201
2019,December,Bass Coast,Unsolved,740
2019,December,Baw Baw,Arrest/Summons,"2,583"
2019,December,Baw Baw,Not authorised,289
2019,December,Baw Baw,Other,289
2019,December,Baw Baw,Unsolved,"1,600"
2019,December,Bayside,Arrest/Summons,"1,717"
2019,December,Bayside,Not authorised,335
2019,December,Bayside,Other,331
2019,December,Bayside,Unsolved,"2,715"
2019,December,Benalla,Arrest/Summons,764
2019,December,Benalla,Not authorised,128
2019,December,Benalla,Other,114
2019,December,Benalla,Unsolved,303
2019,December,Boroondara,Arrest/Summons,"3,039"
2019,December,Boroondara,Not authorised,358
2019,December,Boroondara,Other,406
2019,December,Boroondara,Unsolved,"4,336"
2019,December,Brimbank,Arrest/Summons,"10,237"
2019,December,Brimbank,Not authorised,"1,045"
2019,December,Brimbank,Other,994
2019,December,Brimbank,Unsolved,"7,515"
2019,December,Buloke,Arrest/Summons,109
2019,December,Buloke,Not authorised,15
2019,December,Buloke,Other,46
2019,December,Buloke,Unsolved,130
2019,December,Campaspe,Arrest/Summons,"2,233"
2019,December,Campaspe,Not authorised,238
2019,December,Campaspe,Other,238
2019,December,Campaspe,Unsolved,"1,253"
2019,December,Cardinia,Arrest/Summons,"3,119"
2019,December,Cardinia,Not authorised,593
2019,December,Cardinia,Other,472
2019,December,Cardinia,Unsolved,"2,454"
2019,December,Casey,Arrest/Summons,"9,867"
2019,December,Casey,Not authorised,"2,441"
2019,December,Casey,Other,"1,521"
2019,December,Casey,Unsolved,"8,703"
2019,December,Central Goldfields,Arrest/Summons,873
2019,December,Central Goldfields,Not authorised,117
2019,December,Central Goldfields,Other,126
2019,December,Central Goldfields,Unsolved,295
2019,December,Colac-Otway,Arrest/Summons,857
2019,December,Colac-Otway,Not authorised,118
2019,December,Colac-Otway,Other,159
2019,December,Colac-Otway,Unsolved,515
2019,December,Corangamite,Arrest/Summons,358
2019,December,Corangamite,Not authorised,48
2019,December,Corangamite,Other,49
2019,December,Corangamite,Unsolved,191
2019,December,Darebin,Arrest/Summons,"6,210"
2019,December,Darebin,Not authorised,744
2019,December,Darebin,Other,653
2019,December,Darebin,Unsolved,"6,916"
2019,December,East Gippsland,Arrest/Summons,"2,745"
2019,December,East Gippsland,Not authorised,611
2019,December,East Gippsland,Other,367
2019,December,East Gippsland,Unsolved,"1,172"
